customerid,recency,frequency,monetary_value,unique_products,first_purchase,last_purchase,avg_order_value,max_order_value,customer_lifetime_days,r_score,f_score,m_score,rfm_score,customer_segment
12596,51,2,618.27,25,2011-04-11 13:22:00,2011-10-19 13:02:00,309.135,348.32,191,3,2,3,8,Needs Attention
12597,19,4,3811.22,184,2011-03-16 14:00:00,2011-11-20 13:33:00,952.805,2176.45,249,4,4,5,13,Champions
12598,10,8,3023.08,84,2011-02-28 11:58:00,2011-11-30 12:18:00,377.885,720.86,276,5,5,5,15,Champions
12599,29,7,1032.58,32,2011-02-08 13:28:00,2011-11-10 13:34:00,147.51142857142855,201.86,276,4,5,4,13,Champions
12600,29,10,2599.04,32,2010-12-03 12:57:00,2011-11-11 10:29:00,259.904,427.94000000000005,343,4,5,5,14,Champions
12601,190,5,577.0600000000001,21,2011-01-11 10:38:00,2011-06-03 10:17:00,115.41199999999999,144.26,143,1,4,3,8,At Risk
12602,59,1,153.12,12,2011-10-12 11:22:00,2011-10-12 11:22:00,153.12,153.12,1,3,1,1,5,Needs Attention
12603,22,1,739.1999999999999,2,2011-11-18 10:42:00,2011-11-18 10:42:00,739.1999999999999,739.1999999999999,1,4,1,3,8,New/Potential Customers
12604,79,2,254.18,15,2011-03-23 12:06:00,2011-09-21 14:08:00,127.09,178.5,183,2,2,2,6,Inactive/Low Engagement
12607,60,1,1579.51,101,2011-10-10 16:06:00,2011-10-10 16:06:00,1579.51,1579.51,1,3,1,4,8,Needs Attention
12609,78,3,1126.85,57,2011-01-25 15:13:00,2011-09-22 16:34:00,375.6166666666666,512.8,241,2,3,4,9,At-Risk High-Value
12610,23,5,2099.54,85,2011-08-05 13:52:00,2011-11-17 09:34:00,419.908,946.75,104,4,4,5,13,Champions
12611,52,1,1193.32,65,2011-10-18 13:12:00,2011-10-18 13:12:00,1193.32,1193.32,1,3,1,4,8,Needs Attention
12612,74,1,704.0400000000001,19,2011-09-26 15:35:00,2011-09-26 15:35:00,704.0400000000001,704.0400000000001,1,2,1,3,6,Inactive/Low Engagement
12613,57,5,3344.38,124,2011-03-22 15:42:00,2011-10-13 14:59:00,668.876,1881.8600000000001,205,3,4,5,12,Needs Attention
12614,278,1,315.6,20,2011-03-07 10:22:00,2011-03-07 10:22:00,315.6,315.6,1,1,1,2,4,Inactive/Low Engagement
12615,2,4,2291.19,82,2011-06-24 13:35:00,2011-12-07 15:02:00,572.7975,656.95,167,5,4,5,14,Champions
12616,95,2,713.3,25,2011-02-15 14:17:00,2011-09-05 15:17:00,356.65,457.7,203,2,2,3,7,Inactive/Low Engagement
12617,29,1,355.53,39,2011-11-10 14:39:00,2011-11-10 14:39:00,355.53,355.53,1,4,1,2,7,New/Potential Customers
12618,22,1,177.31,11,2011-11-18 11:10:00,2011-11-18 11:10:00,177.31,177.31,1,4,1,1,6,New/Potential Customers
12619,16,9,3641.24,50,2011-03-31 13:10:00,2011-11-23 14:52:00,404.5822222222222,688.0,238,4,5,5,14,Champions
12620,15,3,1339.41,89,2011-05-19 12:10:00,2011-11-25 10:20:00,446.46999999999997,561.66,190,4,3,4,11,Loyal Customers
12621,2,20,13689.67,261,2010-12-09 10:16:00,2011-12-08 11:25:00,684.4835,1209.8,365,5,5,5,15,Champions
12622,232,1,180.1,11,2011-04-21 16:39:00,2011-04-21 16:39:00,180.1,180.1,1,1,1,1,3,Inactive/Low Engagement
12623,276,1,305.1,18,2011-03-08 13:50:00,2011-03-08 13:50:00,305.1,305.1,1,1,1,2,4,Inactive/Low Engagement
12624,106,2,641.13,36,2011-06-15 12:34:00,2011-08-25 15:04:00,320.565,341.19,72,2,2,3,7,Inactive/Low Engagement
12625,212,2,2683.82,73,2011-01-24 13:27:00,2011-05-12 09:54:00,1341.9099999999999,1716.62,108,1,2,5,8,At-Risk High-Value
12626,23,9,6620.48,232,2011-01-17 11:01:00,2011-11-16 16:06:00,735.6088888888888,1377.55,304,4,5,5,14,Champions
12627,11,7,4478.53,162,2011-07-22 13:59:00,2011-11-29 12:07:00,639.79,1183.72,130,5,5,5,15,Champions
12628,4,3,786.46,34,2011-10-06 09:28:00,2011-12-05 13:15:00,262.15333333333336,333.64,61,5,3,3,11,Loyal Customers
12630,10,2,1270.88,60,2011-10-27 10:41:00,2011-11-30 10:48:00,635.44,701.79,35,5,2,4,11,Recent High-Value
12631,57,1,640.5,31,2011-10-13 13:53:00,2011-10-13 13:53:00,640.5,640.5,1,3,1,3,7,Needs Attention
12633,59,4,2163.98,73,2011-02-25 08:44:00,2011-10-12 11:40:00,540.995,1012.82,230,3,4,5,12,Needs Attention
12635,90,2,1689.18,96,2011-07-08 08:43:00,2011-09-11 11:04:00,844.5899999999999,1005.54,66,2,2,4,8,At-Risk High-Value
12637,67,8,6021.9,205,2011-01-20 10:47:00,2011-10-03 13:46:00,752.7375000000001,1516.68,257,3,5,5,13,Needs Attention
12638,33,1,671.69,39,2011-11-06 13:11:00,2011-11-06 13:11:00,671.69,671.69,1,4,1,3,8,New/Potential Customers
12639,239,1,486.1,22,2011-04-15 12:48:00,2011-04-15 12:48:00,486.1,486.1,1,1,1,2,4,Inactive/Low Engagement
12640,24,3,1174.58,47,2011-09-19 12:01:00,2011-11-16 11:52:00,391.5266666666667,764.59,58,4,3,4,11,Loyal Customers
12641,115,1,185.9,10,2011-08-16 13:26:00,2011-08-16 13:26:00,185.9,185.9,1,2,1,1,4,Inactive/Low Engagement
12642,25,3,1013.26,39,2011-08-24 09:23:00,2011-11-14 15:03:00,337.75333333333333,366.45,83,4,3,4,11,Loyal Customers
12643,128,6,3344.64,11,2011-01-11 11:48:00,2011-08-03 12:56:00,557.44,1202.22,205,2,5,5,12,At-Risk High-Value
12644,130,1,477.91,31,2011-08-02 10:33:00,2011-08-02 10:33:00,477.91,477.91,1,2,1,2,5,Inactive/Low Engagement
12645,34,4,1775.18,58,2011-01-27 13:08:00,2011-11-06 12:38:00,443.795,511.96000000000004,283,3,4,4,11,Needs Attention
12646,5,2,1346.97,43,2011-10-21 12:52:00,2011-12-05 10:14:00,673.4849999999999,731.6899999999999,45,5,2,4,11,Recent High-Value
12647,22,12,3722.82,78,2010-12-05 14:02:00,2011-11-17 12:56:00,310.23499999999996,596.8,347,4,5,5,14,Champions
12648,155,1,318.05,21,2011-07-08 11:55:00,2011-07-08 11:55:00,318.05,318.05,1,2,1,2,5,Inactive/Low Engagement
12649,107,3,623.51,28,2011-05-11 14:37:00,2011-08-24 14:41:00,207.83666666666667,375.0,106,2,3,3,8,At Risk
12650,3,1,314.44,20,2011-12-06 16:34:00,2011-12-06 16:34:00,314.44,314.44,1,5,1,2,8,New/Potential Customers
12651,335,1,114.0,9,2011-01-09 12:46:00,2011-01-09 12:46:00,114.0,114.0,1,1,1,1,3,Inactive/Low Engagement
12652,331,1,919.98,48,2011-01-12 15:00:00,2011-01-12 15:00:00,919.98,919.98,1,1,1,3,5,Inactive/Low Engagement
12653,149,2,2209.85,37,2011-02-16 10:53:00,2011-07-14 10:41:00,1104.925,1430.75,148,2,2,5,9,At-Risk High-Value
12654,11,5,601.98,31,2011-02-17 13:16:00,2011-11-29 10:10:00,120.396,171.23000000000002,285,5,4,3,12,Loyal Customers
12656,17,5,4051.17,89,2011-04-20 09:20:00,2011-11-22 13:42:00,810.234,1161.07,217,4,4,5,13,Champions
12657,11,4,1643.18,35,2011-09-22 11:40:00,2011-11-28 15:47:00,410.795,618.44,68,5,4,4,13,Champions
12658,19,1,686.05,36,2011-11-21 10:22:00,2011-11-21 10:22:00,686.05,686.05,1,4,1,3,8,New/Potential Customers
12659,30,1,91.68,5,2011-11-10 11:53:00,2011-11-10 11:53:00,91.68,91.68,1,4,1,1,6,New/Potential Customers
12660,11,1,245.1,13,2011-11-28 13:26:00,2011-11-28 13:26:00,245.1,245.1,1,5,1,1,7,New/Potential Customers
12662,1,11,3849.78,129,2010-12-01 13:04:00,2011-12-09 11:59:00,349.98,521.62,373,5,5,5,15,Champions
12664,8,9,4881.88,10,2011-01-21 11:42:00,2011-12-01 17:07:00,542.4311111111111,890.0,315,5,5,5,15,Champions
12665,325,1,63.0,3,2011-01-19 08:34:00,2011-01-19 08:34:00,63.0,63.0,1,1,1,1,3,Inactive/Low Engagement
12667,58,1,620.13,33,2011-10-12 17:00:00,2011-10-12 17:00:00,620.13,620.13,1,3,1,3,7,Needs Attention
12668,12,4,3807.15,115,2010-12-19 12:46:00,2011-11-28 10:56:00,951.7874999999999,1444.8,344,5,4,5,14,Champions
12669,151,3,2744.0299999999997,98,2011-03-28 10:15:00,2011-07-12 09:54:00,914.6766666666666,1136.3,106,2,3,5,10,At-Risk High-Value
12670,10,5,2996.05,58,2011-04-21 10:16:00,2011-11-29 15:23:00,599.2099999999999,696.12,223,5,4,5,14,Champions
12672,330,1,225.89999999999998,10,2011-01-14 09:20:00,2011-01-14 09:20:00,225.89999999999998,225.89999999999998,1,1,1,1,3,Inactive/Low Engagement
12673,5,2,610.52,42,2011-01-17 11:46:00,2011-12-04 13:55:00,305.26,389.62,322,5,2,3,10,New/Potential Customers
12674,39,4,1970.6,52,2011-05-16 09:10:00,2011-11-01 12:12:00,492.65,586.74,170,3,4,4,11,Needs Attention
12676,25,6,1331.39,33,2011-02-01 15:41:00,2011-11-15 12:25:00,221.89833333333334,509.5,287,4,5,4,13,Champions
12678,42,12,17628.46,105,2010-12-21 11:00:00,2011-10-28 13:04:00,1469.0383333333332,8895.76,312,3,5,5,13,Needs Attention
12679,59,4,1113.02,43,2011-03-01 12:26:00,2011-10-12 12:30:00,278.255,794.06,226,3,4,4,11,Needs Attention
12680,1,4,862.81,33,2011-08-18 15:44:00,2011-12-09 12:50:00,215.7025,311.78,113,5,4,3,12,Loyal Customers
12681,15,22,13787.54,267,2010-12-07 10:08:00,2011-11-25 11:33:00,626.7063636363636,1238.06,354,4,5,5,14,Champions
12682,4,31,12288.22,209,2010-12-03 13:59:00,2011-12-06 10:00:00,396.3941935483871,835.11,368,5,5,5,15,Champions
12683,4,15,8476.57,177,2010-12-09 10:37:00,2011-12-05 16:31:00,565.1046666666666,1130.95,362,5,5,5,15,Champions
12684,8,7,2283.63,61,2011-05-10 12:55:00,2011-12-02 09:53:00,326.23285714285714,489.1,206,5,5,5,15,Champions
12685,28,6,2863.08,117,2011-09-07 10:28:00,2011-11-11 13:46:00,477.18,1057.18,66,4,5,5,14,Champions
12686,372,1,89.14,7,2010-12-03 09:51:00,2010-12-03 09:51:00,89.14,89.14,1,1,1,1,3,Inactive/Low Engagement
12688,114,1,4873.8099999999995,171,2011-08-18 08:49:00,2011-08-18 08:49:00,4873.8099999999995,4873.8099999999995,1,2,1,5,8,At-Risk High-Value
12689,26,2,1247.61,57,2011-08-04 10:04:00,2011-11-14 08:31:00,623.805,736.5799999999999,102,4,2,4,10,Recent High-Value
12690,206,1,389.01,16,2011-05-18 09:09:00,2011-05-18 09:09:00,389.01,389.01,1,1,1,2,4,Inactive/Low Engagement
12691,28,6,1035.8,21,2010-12-17 14:46:00,2011-11-11 16:49:00,172.63333333333333,303.1,330,4,5,4,13,Champions
12693,127,4,855.91,35,2011-01-24 12:58:00,2011-08-04 17:51:00,213.97750000000002,239.85,193,2,4,3,9,At Risk
12694,70,2,869.67,32,2011-06-09 17:48:00,2011-09-30 13:06:00,434.83500000000004,439.5,113,3,2,3,8,Needs Attention
12695,7,4,582.1,23,2011-05-13 13:15:00,2011-12-02 13:22:00,145.525,244.65,204,5,4,3,12,Loyal Customers
12697,29,3,957.59,37,2011-06-23 15:44:00,2011-11-11 08:47:00,319.19666666666666,390.5,141,4,3,4,11,Loyal Customers
12700,8,4,4939.99,193,2011-05-08 16:10:00,2011-12-02 10:47:00,1234.9975,1476.19,208,5,4,5,14,Champions
12701,80,2,797.71,50,2011-04-11 13:02:00,2011-09-21 10:47:00,398.855,460.63,163,2,2,3,7,Inactive/Low Engagement
12702,20,1,219.0,12,2011-11-20 10:36:00,2011-11-20 10:36:00,219.0,219.0,1,4,1,1,6,New/Potential Customers
12703,71,1,283.55,21,2011-09-29 17:52:00,2011-09-29 17:52:00,283.55,283.55,1,3,1,2,6,Needs Attention
12704,7,8,2340.84,64,2011-06-23 10:20:00,2011-12-02 13:15:00,292.605,561.28,163,5,5,5,15,Champions
12705,15,9,6868.29,228,2010-12-17 15:58:00,2011-11-24 13:17:00,763.1433333333333,1321.25,342,4,5,5,14,Champions
12707,292,1,603.42,33,2011-02-21 08:38:00,2011-02-21 08:38:00,603.42,603.42,1,1,1,3,5,Inactive/Low Engagement
12708,30,10,2712.91,86,2010-12-06 10:43:00,2011-11-10 09:52:00,271.291,403.83,339,4,5,5,14,Champions
12709,15,15,9736.52,93,2010-12-08 09:49:00,2011-11-24 15:38:00,649.1013333333334,1225.26,352,4,5,5,14,Champions
12710,97,3,1149.02,75,2011-05-22 14:05:00,2011-09-04 12:00:00,383.00666666666666,718.96,105,2,3,4,9,At-Risk High-Value
12712,29,13,4396.13,58,2010-12-03 14:30:00,2011-11-11 08:19:00,338.1638461538462,776.0500000000001,343,4,5,5,14,Champions
12713,1,1,848.55,38,2011-12-09 12:16:00,2011-12-09 12:16:00,848.55,848.55,1,5,1,3,9,New/Potential Customers
12714,9,5,4708.86,216,2011-02-18 10:53:00,2011-11-30 15:43:00,941.7719999999999,1319.16,286,5,4,5,14,Champions
12715,106,1,353.86,20,2011-08-25 15:22:00,2011-08-25 15:22:00,353.86,353.86,1,2,1,2,5,Inactive/Low Engagement
12716,4,2,1053.49,60,2011-07-29 13:28:00,2011-12-06 08:55:00,526.745,677.9,130,5,2,4,11,Recent High-Value
12717,151,2,1030.98,49,2011-04-08 10:32:00,2011-07-11 14:47:00,515.49,609.74,95,2,2,4,8,At-Risk High-Value
12718,71,1,238.25,19,2011-09-29 16:38:00,2011-09-29 16:38:00,238.25,238.25,1,3,1,1,5,Needs Attention
12719,5,2,644.95,34,2011-10-05 14:50:00,2011-12-04 13:45:00,322.475,361.35,60,5,2,3,10,New/Potential Customers
12720,3,25,5781.73,211,2010-12-05 15:21:00,2011-12-07 08:03:00,231.26919999999998,498.32,367,5,5,5,15,Champions
12721,32,6,2656.13,133,2010-12-20 11:38:00,2011-11-08 12:13:00,442.68833333333333,614.3199999999999,324,4,5,5,14,Champions
12722,85,4,997.63,50,2011-07-12 11:55:00,2011-09-15 14:50:00,249.4075,580.08,66,2,4,4,10,At-Risk High-Value
12723,4,5,725.07,53,2011-10-05 15:52:00,2011-12-06 10:19:00,145.01399999999998,329.12,62,5,4,3,12,Loyal Customers
12724,5,4,1031.41,47,2011-01-11 15:00:00,2011-12-04 16:02:00,257.8525,542.8100000000001,328,5,4,4,13,Champions
12725,371,1,427.8,24,2010-12-03 15:45:00,2010-12-03 15:45:00,427.8,427.8,1,1,1,2,4,Inactive/Low Engagement
12726,28,7,2609.1,57,2010-12-17 12:56:00,2011-11-11 13:35:00,372.7285714285714,784.46,330,4,5,5,14,Champions
12727,11,7,3980.7,109,2011-01-23 15:17:00,2011-11-29 11:46:00,568.6714285714286,919.66,310,5,5,5,15,Champions
12728,71,4,836.33,38,2011-01-11 13:31:00,2011-09-29 15:31:00,209.08249999999998,252.54,262,3,4,3,10,Needs Attention
12729,114,1,453.01,26,2011-08-18 11:40:00,2011-08-18 11:40:00,453.01,453.01,1,2,1,2,5,Inactive/Low Engagement
12731,24,12,18895.91,109,2010-12-10 10:56:00,2011-11-16 11:59:00,1574.6591666666666,3174.4300000000003,342,4,5,5,14,Champions
12732,180,1,236.26000000000002,12,2011-06-13 11:33:00,2011-06-13 11:33:00,236.26000000000002,236.26000000000002,1,1,1,1,3,Inactive/Low Engagement
12733,234,1,383.95,22,2011-04-19 16:19:00,2011-04-19 16:19:00,383.95,383.95,1,1,1,2,4,Inactive/Low Engagement
12734,353,1,110.39999999999999,4,2010-12-22 12:47:00,2010-12-22 12:47:00,110.39999999999999,110.39999999999999,1,1,1,1,3,Inactive/Low Engagement
12735,315,2,779.5699999999999,38,2011-01-06 14:26:00,2011-01-28 13:37:00,389.78499999999997,459.8,22,1,2,3,6,Inactive/Low Engagement
12736,333,1,234.0,4,2011-01-11 07:57:00,2011-01-11 07:57:00,234.0,234.0,1,1,1,1,3,Inactive/Low Engagement
12738,372,1,155.35,11,2010-12-02 18:27:00,2010-12-02 18:27:00,155.35,155.35,1,1,1,1,3,Inactive/Low Engagement
12739,78,2,1013.04,38,2011-09-01 17:45:00,2011-09-22 13:00:00,506.52,975.54,21,2,2,4,8,At-Risk High-Value
12740,64,1,427.6,27,2011-10-07 10:44:00,2011-10-07 10:44:00,427.6,427.6,1,3,1,2,6,Needs Attention
12743,134,2,546.43,114,2011-07-28 16:06:00,2011-07-28 16:21:00,273.21500000000003,347.35,1,2,2,3,7,Inactive/Low Engagement
12744,52,7,21279.29,178,2011-01-25 13:26:00,2011-10-19 11:18:00,3039.8985714285714,6068.0599999999995,267,3,5,5,13,Needs Attention
12747,2,11,4196.01,42,2010-12-05 15:38:00,2011-12-07 14:34:00,381.4554545454546,675.38,367,5,5,5,15,Champions
12748,1,209,33719.73,1768,2010-12-01 12:48:00,2011-12-09 12:20:00,161.3384210526316,2026.7,373,5,5,5,15,Champions
12749,4,5,4090.88,160,2011-05-10 15:25:00,2011-12-06 09:56:00,818.176,1866.43,210,5,4,5,14,Champions
12750,129,1,275.88,15,2011-08-03 09:13:00,2011-08-03 09:13:00,275.88,275.88,1,2,1,2,5,Inactive/Low Engagement
12752,81,1,4366.78,53,2011-09-19 13:32:00,2011-09-19 13:32:00,4366.78,4366.78,1,2,1,5,8,At-Risk High-Value
12753,23,6,21429.39,132,2010-12-12 11:44:00,2011-11-17 10:52:00,3571.565,5735.24,340,4,5,5,14,Champions
12754,236,3,3010.74,49,2011-02-04 10:31:00,2011-04-18 09:00:00,1003.5799999999999,2949.12,73,1,3,5,9,At-Risk High-Value
12755,281,2,3811.95,4,2010-12-09 10:44:00,2011-03-04 12:42:00,1905.975,3794.3999999999996,86,1,2,5,8,At-Risk High-Value
12756,87,1,112.07999999999998,4,2011-09-14 09:31:00,2011-09-14 09:31:00,112.07999999999998,112.07999999999998,1,2,1,1,4,Inactive/Low Engagement
12757,16,13,7857.1,237,2011-05-12 19:01:00,2011-11-24 12:30:00,604.3923076923077,1578.8700000000001,196,4,5,5,14,Champions
12758,117,2,2791.59,84,2011-03-08 12:05:00,2011-08-15 10:22:00,1395.795,1570.19,160,2,2,5,9,At-Risk High-Value
12759,52,3,1531.44,81,2011-03-09 08:09:00,2011-10-18 14:49:00,510.48,637.72,224,3,3,4,10,Needs Attention
12762,8,2,1898.52,62,2011-11-14 14:23:00,2011-12-02 10:23:00,949.26,1436.93,18,5,2,4,11,Recent High-Value
12763,138,2,494.08,16,2010-12-05 15:46:00,2011-07-24 14:12:00,247.04,320.08,231,2,2,3,7,Inactive/Low Engagement
12764,317,1,1693.88,45,2011-01-27 10:19:00,2011-01-27 10:19:00,1693.88,1693.88,1,1,1,4,6,At-Risk High-Value
12766,4,7,6989.63,205,2010-12-08 13:53:00,2011-12-06 08:46:00,998.5185714285715,1319.01,363,5,5,5,15,Champions
12769,239,1,1143.6,32,2011-04-15 10:25:00,2011-04-15 10:25:00,1143.6,1143.6,1,1,1,4,6,At-Risk High-Value
12770,211,1,1351.45,12,2011-05-13 09:33:00,2011-05-13 09:33:00,1351.45,1351.45,1,1,1,4,6,At-Risk High-Value
12772,60,1,892.47,55,2011-10-11 09:19:00,2011-10-11 09:19:00,892.47,892.47,1,3,1,3,7,Needs Attention
12775,17,5,1386.04,47,2011-02-01 13:45:00,2011-11-22 16:33:00,277.20799999999997,419.8,295,4,4,4,12,Champions
12778,20,6,822.23,40,2011-01-31 14:35:00,2011-11-20 11:30:00,137.03833333333333,171.93,293,4,5,3,12,Loyal Customers
12779,38,8,3981.36,88,2010-12-03 13:40:00,2011-11-02 11:43:00,497.66999999999996,981.95,334,3,5,5,13,Needs Attention
12781,64,2,826.74,25,2011-02-28 08:43:00,2011-10-07 10:37:00,413.37,549.26,222,3,2,3,8,Needs Attention
12782,5,5,2330.92,81,2010-12-17 11:30:00,2011-12-05 09:16:00,466.184,683.9300000000001,353,5,4,5,14,Champions
12783,2,6,2225.91,76,2011-09-25 15:35:00,2011-12-07 15:56:00,370.98499999999996,642.01,74,5,5,5,15,Champions
12784,9,2,574.42,54,2011-11-24 12:53:00,2011-11-30 15:38:00,287.21,518.42,7,5,2,3,10,New/Potential Customers
12785,364,1,311.95,14,2010-12-10 13:48:00,2010-12-10 13:48:00,311.95,311.95,1,1,1,2,4,Inactive/Low Engagement
12787,10,3,463.66,17,2011-05-31 09:36:00,2011-11-30 08:44:00,154.5533333333333,186.56,183,5,3,2,10,Loyal Customers
12789,65,1,91.85,4,2011-10-05 13:34:00,2011-10-05 13:34:00,91.85,91.85,1,3,1,1,5,Needs Attention
12790,192,1,324.92,21,2011-05-31 14:14:00,2011-05-31 14:14:00,324.92,324.92,1,1,1,2,4,Inactive/Low Engagement
12791,374,1,192.60000000000002,2,2010-12-01 11:27:00,2010-12-01 11:27:00,192.60000000000002,192.60000000000002,1,1,1,1,3,Inactive/Low Engagement
12792,257,1,400.53999999999996,25,2011-03-28 11:36:00,2011-03-28 11:36:00,400.53999999999996,400.53999999999996,1,1,1,2,4,Inactive/Low Engagement
12793,335,2,545.48,21,2010-12-03 15:14:00,2011-01-09 12:12:00,272.74,413.68,37,1,2,3,6,Inactive/Low Engagement
12794,53,2,860.41,43,2011-09-02 12:01:00,2011-10-17 14:54:00,430.205,543.41,46,3,2,3,8,Needs Attention
12795,19,1,430.48,14,2011-11-21 10:27:00,2011-11-21 10:27:00,430.48,430.48,1,4,1,2,7,New/Potential Customers
12797,366,1,254.03,13,2010-12-09 10:55:00,2010-12-09 10:55:00,254.03,254.03,1,1,1,2,4,Inactive/Low Engagement
12798,10,3,6977.04,6,2011-06-22 10:11:00,2011-11-29 15:52:00,2325.68,3651.6,161,5,3,5,13,Loyal Customers
12802,187,1,427.58,25,2011-06-06 09:36:00,2011-06-06 09:36:00,427.58,427.58,1,1,1,2,4,Inactive/Low Engagement
12808,37,3,483.65000000000003,27,2010-12-06 10:27:00,2011-11-03 10:05:00,161.21666666666667,202.3,332,3,3,2,8,Needs Attention
12809,178,1,489.31,25,2011-06-15 10:51:00,2011-06-15 10:51:00,489.31,489.31,1,2,1,2,5,Inactive/Low Engagement
12811,261,3,514.85,27,2011-02-28 15:39:00,2011-03-24 09:42:00,171.61666666666667,247.60000000000002,24,1,3,3,7,At Risk
12812,45,1,229.64000000000001,15,2011-10-26 09:54:00,2011-10-26 09:54:00,229.64000000000001,229.64000000000001,1,3,1,1,5,Needs Attention
12814,102,1,125.92,2,2011-08-30 12:11:00,2011-08-30 12:11:00,125.92,125.92,1,2,1,1,4,Inactive/Low Engagement
12815,148,2,1063.46,38,2011-05-25 13:34:00,2011-07-15 10:21:00,531.73,615.36,51,2,2,4,8,At-Risk High-Value
12816,96,2,572.2,27,2011-06-16 13:24:00,2011-09-05 12:41:00,286.1,318.65000000000003,81,2,2,3,7,Inactive/Low Engagement
12817,281,1,166.04,4,2011-03-03 16:28:00,2011-03-03 16:28:00,166.04,166.04,1,1,1,1,3,Inactive/Low Engagement
12818,262,1,1542.08,14,2011-03-23 12:06:00,2011-03-23 12:06:00,1542.08,1542.08,1,1,1,4,6,At-Risk High-Value
12820,3,4,942.34,55,2011-01-17 12:34:00,2011-12-06 15:12:00,235.585,343.76,324,5,4,4,13,Champions
12821,214,1,92.72,6,2011-05-09 15:51:00,2011-05-09 15:51:00,92.72,92.72,1,1,1,1,3,Inactive/Low Engagement
12822,71,2,948.88,41,2011-09-13 13:46:00,2011-09-30 10:04:00,474.44,690.9,17,3,2,4,9,Needs Attention
12823,75,5,1759.5,1,2011-02-16 12:15:00,2011-09-26 07:35:00,351.9,535.5,222,2,4,4,10,At-Risk High-Value
12824,60,1,397.12,25,2011-10-11 12:49:00,2011-10-11 12:49:00,397.12,397.12,1,3,1,2,6,Needs Attention
12826,3,7,1474.72,58,2010-12-09 15:21:00,2011-12-07 10:25:00,210.67428571428573,329.38,363,5,5,4,14,Champions
12827,6,3,430.15000000000003,19,2011-10-26 15:44:00,2011-12-04 12:17:00,143.38333333333333,217.75,39,5,3,2,10,Loyal Customers
12828,3,6,1018.71,46,2011-08-01 16:16:00,2011-12-07 08:45:00,169.785,273.78000000000003,128,5,5,4,14,Champions
12829,337,2,293.0,9,2010-12-14 14:54:00,2011-01-07 11:13:00,146.5,207.25,24,1,2,2,5,Inactive/Low Engagement
12830,38,6,6814.64,13,2011-06-21 10:53:00,2011-11-02 11:54:00,1135.7733333333333,2221.84,135,3,5,5,13,Needs Attention
12831,262,1,215.05,9,2011-03-22 13:02:00,2011-03-22 13:02:00,215.05,215.05,1,1,1,1,3,Inactive/Low Engagement
12832,32,2,383.03,27,2011-09-02 13:48:00,2011-11-07 13:30:00,191.51500000000001,267.8,66,4,2,2,8,New/Potential Customers
12833,145,1,417.38,24,2011-07-17 13:46:00,2011-07-17 13:46:00,417.38,417.38,1,2,1,2,5,Inactive/Low Engagement
12834,283,1,312.38,18,2011-03-02 09:49:00,2011-03-02 09:49:00,312.38,312.38,1,1,1,2,4,Inactive/Low Engagement
12836,59,4,2612.86,148,2011-02-01 11:19:00,2011-10-11 15:10:00,653.215,846.69,253,3,4,5,12,Needs Attention
12837,173,1,134.1,12,2011-06-19 16:07:00,2011-06-19 16:07:00,134.1,134.1,1,2,1,1,4,Inactive/Low Engagement
12838,34,2,683.13,115,2010-12-01 11:57:00,2011-11-06 12:20:00,341.56500000000005,390.79,341,3,2,3,8,Needs Attention
12839,3,14,5591.42,95,2010-12-07 15:48:00,2011-12-07 12:33:00,399.38714285714286,752.39,365,5,5,5,15,Champions
12840,144,4,2726.77,67,2011-04-27 12:21:00,2011-07-19 09:29:00,681.6925,854.0699999999999,83,2,4,5,11,At-Risk High-Value
12841,5,25,4022.35,229,2010-12-03 10:43:00,2011-12-05 11:13:00,160.894,294.25,368,5,5,5,15,Champions
12842,70,2,1118.99,34,2011-02-04 12:36:00,2011-09-30 15:33:00,559.495,808.26,239,3,2,4,9,Needs Attention
12843,66,8,1702.26,69,2011-03-20 14:38:00,2011-10-05 12:09:00,212.7825,444.45,199,3,5,4,12,Needs Attention
12844,29,2,325.96000000000004,47,2011-08-01 13:11:00,2011-11-10 13:31:00,162.98000000000002,174.88,102,4,2,2,8,New/Potential Customers
12845,267,4,354.09,26,2011-02-22 14:10:00,2011-03-17 13:34:00,88.5225,208.79999999999998,23,1,4,2,7,At Risk
12847,22,1,871.54,72,2011-11-17 13:16:00,2011-11-17 13:16:00,871.54,871.54,1,4,1,3,8,New/Potential Customers
12849,31,2,1050.8899999999999,47,2011-03-16 12:26:00,2011-11-08 13:41:00,525.4449999999999,704.5,238,4,2,4,10,Recent High-Value
12851,97,1,135.18,43,2011-09-04 12:41:00,2011-09-04 12:41:00,135.18,135.18,1,2,1,1,4,Inactive/Low Engagement
12852,295,1,311.55,17,2011-02-18 08:47:00,2011-02-18 08:47:00,311.55,311.55,1,1,1,2,4,Inactive/Low Engagement
